,short_name,player_positions,overall,nationality_name,age,dob,league_name,height_cm,weight_kg,year,month,day,trimestre
5001,B. Whiteman,"CDM, CM",70,England,25,1996-06-17,English League Championship,185,68,1996,10,17,4
5014,M. Bola,"LB, LWB",70,England,23,1997-12-09,English League Championship,185,78,1997,4,9,2
5015,B. Sheaf,"CDM, CM",70,England,23,1998-02-05,English League Championship,185,64,1998,6,5,2
5016,C. Willock,"RW, ST, RM",70,England,23,1998-01-31,English League Championship,178,67,1998,5,31,2
5017,R. Oxford,"CB, CDM, RB",70,England,22,1998-12-16,German 1. Bundesliga,193,86,1998,4,16,2
5048,M. Roberts,CB,70,England,30,1990-07-26,English League Championship,193,81,1990,11,26,4
5103,L. Kelly,"LB, CB",70,England,22,1998-10-06,English League Championship,191,76,1998,2,6,1
5112,C. Brittain,"RWB, RB",70,England,23,1998-03-12,English League Championship,181,68,1998,7,12,3
5155,G. Cox,LB,70,England,23,1998-01-14,Holland Eredivisie,171,66,1998,5,14,2
5166,R. Yates,"CDM, CM",70,England,23,1997-11-21,English League Championship,190,77,1997,3,21,1
5183,L. O'Brien,"CM, CDM, LB",70,England,22,1998-10-14,English League Championship,173,63,1998,2,14,1
5200,M. Tavernier,"RM, CAM, CM",70,England,22,1999-03-22,English League Championship,177,70,1999,7,22,3
5244,T. Campbell,"ST, RM",70,England,21,1999-12-28,English League Championship,183,75,1999,4,28,2
5318,M. Kilman,CB,70,England,24,1997-05-23,English Premier League,195,80,1997,9,23,3
5320,C. Okoroji,LB,70,England,24,1997-04-19,German 2. Bundesliga,178,73,1997,8,19,3
5334,S. McCallum,"LWB, LB",70,England,20,2000-09-02,English League Championship,183,73,2000,1,2,1
5393,J. Panzo,"CB, LB",70,England,20,2000-10-25,French Ligue 2,185,72,2000,2,25,1
5477,B. Johnson,"CDM, CM",69,England,34,1987-04-28,English League Championship,175,70,1987,8,28,3
5493,K. McFadzean,CB,69,England,34,1987-02-28,English League Championship,185,85,1987,6,28,2
5497,L. Jutkiewicz,ST,69,England,32,1989-03-28,English League Championship,185,77,1989,7,28,3
5516,M. Waghorn,"ST, RM",69,England,31,1990-01-23,English League Championship,178,83,1990,5,23,2
5529,M. James,"CDM, CM",69,England,29,1991-07-22,English League Championship,181,86,1991,11,22,4
5537,M. Godden,ST,69,England,29,1991-07-29,English League Championship,180,74,1991,11,29,4
5540,G. Friend,"CB, LB, LWB",69,England,33,1987-10-19,English League Championship,188,83,1987,2,19,1
5554,K. Smith,"CM, CDM",69,England,30,1991-01-31,English League Championship,175,70,1991,5,31,2
5567,G. Gardner,CM,69,England,29,1992-06-29,English League Championship,186,82,1992,10,29,4
5576,T. Lees,CB,69,England,30,1990-11-28,English League Championship,185,75,1990,3,28,1
5579,J. Hunt,"RB, RWB",69,England,30,1990-12-06,English League One,175,71,1990,4,6,2
5640,M. Odubajo,"RWB, RB, LWB",69,England,27,1993-07-28,English League Championship,177,72,1993,11,28,4
5647,M. Crooks,"CM, CAM, ST",69,England,27,1994-01-20,English League Championship,192,80,1994,5,20,2
5648,J. Newell,CM,69,England,28,1993-03-15,Scottish Premiership,185,71,1993,7,15,3
5650,J. Graham,RM,69,England,26,1995-03-05,English League Championship,182,73,1995,7,5,3
5658,A. Stewart,CB,69,England,28,1992-09-18,English League One,183,76,1992,1,18,1
5673,G. Hall,CB,69,England,29,1991-10-29,English League Championship,191,71,1991,2,29,1
5675,J. Blackman,GK,69,England,27,1993-10-27,USA Major League Soccer,199,93,1993,2,27,1
5676,T. Kane,"RWB, RB",69,England,27,1993-09-17,English League Championship,180,70,1993,1,17,1
5684,A. Pritchard,CAM,69,England,28,1993-05-03,English League One,171,62,1993,9,3,3
5687,M. Ihiekwe,CB,69,England,28,1992-11-20,English League One,185,80,1992,3,20,1
5694,J. Murphy,"LM, ST",69,England,26,1995-02-24,English League Championship,173,67,1995,6,24,2
5742,G. Evans,"CDM, CM, CB",69,England,26,1994-12-13,English League Championship,184,76,1994,4,13,2
5766,J. Rothwell,"CM, CAM",69,England,26,1995-01-11,English League Championship,183,77,1995,5,11,2
5768,A. Fletcher,ST,69,England,25,1995-10-02,English Premier League,188,78,1995,2,2,1
5769,S. Gallagher,"ST, LW, RW",69,England,25,1995-09-15,English League Championship,193,75,1995,1,15,1
5809,H. Cornick,"RW, ST",69,England,26,1995-04-09,English League Championship,180,84,1995,8,9,3
5836,C. Mahoney,"RW, LW",69,England,24,1997-02-12,English League Championship,175,67,1997,6,12,2
5857,J. Onomah,"CM, CAM",69,England,24,1997-04-27,English League Championship,185,70,1997,8,27,3
5905,B. Thompson,"CM, CAM",69,England,25,1995-10-03,English League Championship,171,78,1995,2,3,1
5930,D. Barlaser,"CM, CDM",69,England,24,1997-01-18,English League One,184,62,1997,5,18,2
5933,L. Walsh,"CM, CDM",69,England,23,1997-09-15,English League Championship,168,65,1997,1,15,1
5979,J. Clarke-Salter,CB,69,England,23,1997-09-22,English League Championship,188,70,1997,1,22,1
5995,K. Davis,ST,69,England,23,1998-02-13,English Premier League,191,75,1998,6,13,2
6089,S. Shashoua,"ST, CAM, RM",69,England,22,1999-05-13,Spanish Segunda DivisiÃ³n,170,65,1999,9,13,3
6096,M. Wilks,"RM, RW",69,England,22,1998-12-15,English League Championship,185,73,1998,4,15,2
6120,T. Edwards,"RB, CB, CDM",69,England,22,1999-01-22,USA Major League Soccer,175,76,1999,5,22,2
6121,R. Brewster,ST,69,England,21,2000-04-01,English League Championship,180,75,2000,8,1,3
6129,L. Wing,"CM, CAM",69,England,26,1995-06-23,English League One,186,79,1995,10,23,4
6166,M. Bird,"CDM, CM",69,England,20,2000-09-18,English League Championship,183,68,2000,1,18,1
6199,N. Ferguson,"RB, LB",69,England,20,2000-10-06,English Premier League,178,70,2000,2,6,1
6207,I. Poveda,"RM, RW",69,England,21,2000-02-09,English League Championship,167,64,2000,6,9,2
6213,R. Giles,"LWB, LW",69,England,21,2000-01-26,English League Championship,183,72,2000,5,26,2
6214,J. Garner,"CDM, CM",69,England,20,2001-03-13,English League Championship,182,80,2001,7,13,3
6245,J. Shackleton,"CM, RB",69,England,21,1999-10-08,English Premier League,168,65,1999,2,8,1
6250,L. Binks,CB,69,England,19,2001-09-02,Italian Serie A,188,86,2001,1,2,1
6273,J. Ngakia,"RB, RWB",69,England,20,2000-09-07,English Premier League,178,73,2000,1,7,1
6405,J. Defoe,ST,68,England,38,1982-10-07,Scottish Premiership,171,65,1982,2,7,1
6407,T. Huddlestone,CDM,68,England,34,1986-12-28,English League Championship,188,80,1986,4,28,2
6413,R. Stearman,CB,68,England,33,1987-08-19,English League Championship,191,76,1987,12,19,4
6420,J. Young,GK,68,England,35,1985-08-25,Australian Hyundai A-League,180,83,1985,12,25,4
6430,L. Peltier,RB,68,England,34,1986-12-11,English League Championship,177,73,1986,4,11,2
6431,D. Simpson,RB,68,England,34,1987-01-04,English League Championship,176,80,1987,5,4,2
6432,S. Hutchinson,"CB, CDM, CM",68,England,31,1989-08-03,English League One,182,73,1989,12,3,4
6437,L. Tomlin,"CAM, ST",68,England,32,1989-01-12,English League Championship,180,74,1989,5,12,2
6438,D. Button,GK,68,England,32,1989-02-27,English League Championship,191,87,1989,6,27,2
6467,J. Henry,"CM, RW",68,England,32,1989-06-10,English League One,182,77,1989,10,10,4
6475,J. Emmanuel-Thomas,ST,68,England,30,1990-12-27,Scottish Premiership,191,85,1990,4,27,2
6476,L. Daniels,GK,68,England,33,1988-01-05,English League Championship,195,90,1988,5,5,2
6493,D. Rudd,GK,68,England,30,1991-01-16,English League Championship,191,85,1991,5,16,2
6521,L. Garbutt,LB,68,England,28,1993-05-21,English League Championship,178,73,1993,9,21,3
6524,N. Thompson,"CB, RB",68,England,30,1990-11-09,English League Championship,177,80,1990,3,9,1
6532,S. Moore,GK,68,England,31,1990-05-19,English League Championship,191,83,1990,9,19,3
6535,D. Ward,ST,68,England,30,1990-12-09,English League Championship,180,72,1990,4,9,2
6542,J. Bond,GK,68,England,28,1993-05-19,USA Major League Soccer,193,84,1993,9,19,3
6565,R. Allsop,GK,68,England,29,1992-06-17,English League Championship,189,80,1992,10,17,4
6566,J. Forster-Caskey,CM,68,England,27,1994-04-25,English League One,178,64,1994,8,25,3
6573,T. Ince,"RM, RW, ST",68,England,29,1992-01-30,English League Championship,178,66,1992,5,30,2
6577,J. Obita,"LB, LWB, LM",68,England,27,1993-12-08,English League One,180,74,1993,4,8,2
6578,C. Jenkinson,RB,68,England,29,1992-02-08,English League Championship,185,77,1992,6,8,2
6599,J. Clark,"RW, LW",68,England,27,1993-09-22,English League Championship,176,73,1993,1,22,1
6600,J. Ruffels,"LWB, LB",68,England,27,1993-10-23,English League Championship,178,75,1993,2,23,1
6622,C. Wyke,ST,68,England,28,1992-12-06,English League One,188,80,1992,4,6,2
6627,J. Alnwick,GK,68,England,28,1993-06-17,Scottish Premiership,187,82,1993,10,17,4
6633,M. Bennett,"LW, RW, ST",68,England,24,1996-07-15,English League Championship,178,64,1996,11,15,4
6635,C. Thompson,"CDM, CM",68,England,27,1993-09-02,English League One,178,77,1993,1,2,1
6641,T. Naylor,"CDM, CM",68,England,30,1991-06-28,English League One,188,72,1991,10,28,4
6643,B. Potts,"CAM, LM, RM",68,England,26,1994-07-03,English League Championship,188,81,1994,11,3,4
6678,C. Burgess,CB,68,England,29,1991-10-07,Belgian Jupiler Pro League,196,84,1991,2,7,1
6724,R. Healey,"ST, LW",68,England,26,1994-12-06,French Ligue 2,180,72,1994,4,6,2
6728,C. Morris,"ST, LW",68,England,25,1995-12-16,English League Championship,185,85,1995,4,16,2
6749,J. Marriott,ST,68,England,26,1994-09-09,English League Championship,173,71,1994,1,9,1
6780,D. Watmore,"ST, RW",68,England,27,1994-03-08,English League Championship,175,72,1994,7,8,3
6796,J. Grant,"CM, CDM, LM",68,England,26,1994-12-19,English League Championship,178,70,1994,4,19,2
6797,J. Windass,"ST, CAM",68,England,27,1994-01-09,English League One,175,68,1994,5,9,2
6816,F. Kent,CB,68,England,25,1995-11-21,English League Championship,188,76,1995,3,21,1
6827,R. Burke,CB,68,England,24,1996-09-02,English League Championship,189,81,1996,1,2,1
6833,K. Dempsey,"CM, CDM",68,England,25,1995-09-17,English League One,178,75,1995,1,17,1
6837,J. Bree,"RB, LB",68,England,23,1997-12-11,English League Championship,178,74,1997,4,11,2
6842,D. Ball,"CDM, CM",68,England,25,1995-08-02,English League Championship,185,75,1995,12,2,4
6844,R. Aarons,"LW, RW, LM",68,England,25,1995-11-16,English League Championship,175,76,1995,3,16,1
6850,T. Walker,ST,68,England,24,1996-10-07,English League Championship,183,67,1996,2,7,1
6854,L. Berry,"CM, CAM",68,England,28,1992-07-12,English League Championship,177,72,1992,11,12,4
6876,S. Ojo,"RM, RW, LM",68,England,24,1997-06-19,English League Championship,179,81,1997,10,19,4
6879,L. Coyle,RB,68,England,25,1995-10-15,English League Championship,173,67,1995,2,15,1
6892,Z. Vyner,"CB, RB, CDM",68,England,24,1997-05-14,English League Championship,187,73,1997,9,14,3
6903,B. Collins,GK,68,England,24,1997-02-18,English League Championship,184,69,1997,6,18,2
6912,J. Yates,ST,68,England,24,1996-11-10,English League Championship,175,68,1996,3,10,1
6916,S. Cosgrove,ST,68,England,24,1996-12-02,English League One,192,82,1996,4,2,2
6923,C. Kirk,"LW, LM",68,England,23,1997-12-24,English League One,185,70,1997,4,24,2
6941,G. Edmundson,CB,68,England,23,1997-08-15,English League One,190,79,1997,12,15,4
6942,J. Ward,"RWB, RM",68,England,25,1995-08-22,English League Championship,167,68,1995,12,22,4
6953,E. Adebayo,ST,68,England,23,1998-01-07,English League Championship,193,89,1998,5,7,2
6983,J. Simpson,"CB, LB",68,England,24,1997-01-08,Scottish Premiership,190,83,1997,5,8,2
7015,J. Koroma,"LW, ST",68,England,22,1998-11-09,English League Championship,178,66,1998,3,9,1
7056,J. Storey,CB,68,England,23,1997-09-02,English League Championship,188,76,1997,1,2,1
7068,H. Pickering,LB,68,England,22,1998-12-29,English League Championship,185,78,1998,4,29,2
7097,J. Knight,"CB, CM",68,England,23,1997-09-07,English League Championship,185,78,1997,1,7,1
7180,A. Semenyo,"RM, RW, ST",68,England,21,2000-01-07,English League Championship,180,70,2000,5,7,2
7185,B. Johnson,"RB, LB",68,England,21,2000-01-24,English Premier League,180,69,2000,5,24,2
7209,J. Buckley,CM,68,England,21,1999-10-13,English League Championship,173,63,1999,2,13,1
7258,L. Sibley,"CAM, RM",68,England,19,2001-09-13,English League Championship,180,74,2001,1,13,1
7283,J. Ramsey,"CAM, CM",68,England,20,2001-05-21,English Premier League,180,72,2001,9,21,3
7292,L. Buchanan,"LB, LWB",68,England,20,2001-03-07,English League Championship,175,73,2001,7,7,3
7411,T. Dolan,"RW, LW, ST",68,England,19,2001-12-28,English League Championship,164,63,2001,4,28,2
7487,S. Carson,GK,67,England,35,1985-09-03,English Premier League,190,86,1985,1,3,1
7495,C. Jerome,ST,67,England,34,1986-08-14,English League Championship,185,85,1986,12,14,4
7498,F. Campbell,ST,67,England,33,1987-09-13,English League Championship,172,80,1987,1,13,1
7499,R. Shawcross,CB,67,England,33,1987-10-04,USA Major League Soccer,191,76,1987,2,4,1
7500,B. Hamer,GK,67,England,33,1987-11-20,English League Championship,192,91,1987,3,20,1
7520,T. Rowe,"LB, LWB, CB",67,England,32,1988-09-24,English League One,180,81,1988,1,24,1
7528,D. Stockdale,GK,67,England,35,1985-09-20,English League One,191,84,1985,1,20,1
7529,M. Beevers,CB,67,England,31,1989-11-21,English League Championship,193,80,1989,3,21,1
7534,J. Mattock,"LWB, LB",67,England,31,1990-05-15,English League One,181,78,1990,9,15,3
7544,J. Bostock,"CDM, CM",67,England,29,1992-01-15,English League One,188,84,1992,5,15,2
7551,H. Lansbury,"CM, CDM",67,England,30,1990-10-12,English League Championship,183,85,1990,2,12,1
7552,E. Bennett,"RB, LB",67,England,32,1988-12-18,English League One,178,73,1988,4,18,2
7574,D. Ball,"ST, CAM, RM",67,England,31,1989-12-14,Australian Hyundai A-League,183,75,1989,4,14,2
7576,C. Noone,"RM, LM",67,England,33,1987-11-17,Australian Hyundai A-League,177,69,1987,3,17,1
7582,M. Smith,ST,67,England,29,1991-10-17,English League One,194,86,1991,2,17,1
7588,C. Wickham,ST,67,England,28,1993-03-31,English League Championship,191,90,1993,7,31,3
7593,J. Edwards,RWB,67,England,30,1990-10-31,English League One,173,73,1990,2,31,1
7653,G. Moncur,"LM, CAM",67,England,27,1993-08-18,English League Championship,176,63,1993,12,18,4
7654,V. Oliver,ST,67,England,29,1991-10-21,English League One,188,78,1991,2,21,1
7664,C. Aneke,ST,67,England,27,1993-07-03,English League Championship,191,100,1993,11,3,4
7668,T. Carroll,"CM, CDM",67,England,29,1992-05-28,English League One,177,69,1992,9,28,3
7680,T. Blackett,"LB, CB",67,England,27,1994-04-02,USA Major League Soccer,188,87,1994,8,2,3
7682,D. Potts,LB,67,England,27,1994-04-13,English League Championship,178,70,1994,8,13,3
7686,M. Smith,ST,67,England,32,1989-06-07,English League Championship,198,91,1989,10,7,4
7697,M. Ingram,GK,67,England,27,1993-12-18,English League Championship,190,82,1993,4,18,2
7707,A. MacDonald,CB,67,England,28,1992-10-15,English League One,184,70,1992,2,15,1
7717,J. Pigott,ST,67,England,27,1993-11-24,English League One,188,77,1993,3,24,1
7719,K. Stewart,"CDM, CM",67,England,27,1993-09-07,English League Championship,181,73,1993,1,7,1
7736,F. Ladapo,ST,67,England,28,1993-02-01,English League One,185,79,1993,6,1,2
7764,J. Whatmough,CB,67,England,24,1996-08-19,English League One,190,78,1996,12,19,4
7768,R. James,"LB, CDM, LM",67,England,27,1993-11-07,English League Championship,169,71,1993,3,7,1
7775,D. Gape,"CDM, CM",67,England,26,1994-09-09,English League One,175,70,1994,1,9,1
7797,J. Allen,"CM, CAM, RW",67,England,26,1995-01-29,English League Championship,170,66,1995,5,29,2
7827,P. Mullin,ST,67,England,26,1994-11-06,English National League,178,71,1994,3,6,1
7841,L. O'Nien,"CDM, RWB, CB",67,England,26,1994-11-21,English League One,174,74,1994,3,21,1
7842,J. McCarthy,"RB, RM, CB",67,England,25,1995-11-07,English League One,186,80,1995,3,7,1
7851,J. Lumley,GK,67,England,26,1995-02-15,English League Championship,190,73,1995,6,15,2
7859,R. Brown,CM,67,England,25,1996-03-03,English League Championship,175,78,1996,7,3,3
7867,M. Harness,RM,67,England,25,1996-02-24,English League One,180,70,1996,6,24,2
7870,B. Barker,LW,67,England,24,1996-10-04,Scottish Premiership,180,68,1996,2,4,1
7881,M. O'Leary,GK,67,England,24,1996-10-10,English League Championship,185,78,1996,2,10,1
7902,C. Ogilvie,"LB, CB",67,England,25,1996-02-14,English League One,184,82,1996,6,14,2
7909,J. Smith,GK,67,England,26,1994-12-08,English League Championship,183,75,1994,4,8,2
7910,J. Ginnelly,"LM, RW",67,England,24,1997-03-24,Scottish Premiership,173,65,1997,7,24,3
7919,L. Gregory,ST,67,England,32,1988-08-26,English League One,188,80,1988,12,26,4
7928,M. Clark,LB,67,England,25,1996-01-19,English League One,180,73,1996,5,19,2
7947,C. Chaplin,"CAM, LM, RM",67,England,24,1997-02-16,English League One,168,69,1997,6,16,2
7957,C. Dunkley,CB,67,England,29,1992-02-13,English League One,188,85,1992,6,13,2
7973,M. Johnson,"LM, LWB, LW",67,England,30,1990-12-01,English League One,178,74,1990,4,1,2
7978,R. Wintle,CDM,67,England,24,1997-06-13,English League Championship,180,64,1997,10,13,4
7992,M. Taylor,ST,67,England,31,1990-03-30,English League One,176,72,1990,7,30,3
8000,C. Goode,CB,67,England,25,1995-08-03,English Premier League,196,75,1995,12,3,4
8023,J. Emmanuel,RB,67,England,23,1997-08-15,English League Championship,180,80,1997,12,15,4
8055,K. Edwards,"LM, LW, RM",67,England,23,1998-02-17,English League One,172,64,1998,6,17,2
8056,M. Browne,"LM, LW",67,England,23,1997-12-18,English League Championship,179,74,1997,4,18,2
8065,Y. Dhanda,"CAM, CM",67,England,22,1998-12-14,English League Championship,173,65,1998,4,14,2
8067,L. Amos,"CDM, CM, CAM",67,England,24,1997-02-23,English League Championship,179,72,1997,6,23,2
8068,A. Walkes,"CB, RB",67,England,24,1997-02-08,USA Major League Soccer,187,83,1997,6,8,2
8087,J. Tymon,"LWB, LB, LM",67,England,22,1999-05-22,English League Championship,180,75,1999,9,22,3
8110,S. Field,"CM, CDM",67,England,23,1998-05-08,English League Championship,185,65,1998,9,8,3
8122,S. Surridge,ST,67,England,22,1998-07-28,English League Championship,191,77,1998,11,28,4
8123,S. Seddon,"LB, LWB",67,England,23,1997-12-25,English League One,179,68,1997,4,25,2
8178,J. Brown,"ST, RM",67,England,23,1998-04-10,English League Championship,184,72,1998,8,10,3
8187,J. Williams,"RWB, RB, CB",67,England,21,1999-10-22,English League Championship,179,75,1999,2,22,1
8208,D. Sterling,RB,67,England,21,1999-10-24,English League Championship,180,72,1999,2,24,1
8216,B. Wilmot,CB,67,England,21,1999-11-04,English League Championship,188,80,1999,3,4,1
8241,J. Earl,"LWB, CB, LB",67,England,22,1998-10-24,English League Championship,193,78,1998,2,24,1
8246,R. Palmer,CM,67,England,22,1998-09-30,English League Championship,181,70,1998,1,30,1
8263,J. Bursik,GK,67,England,20,2000-07-12,English League Championship,187,75,2000,11,12,4
8277,T. Holmes,"CB, RB",67,England,21,2000-03-12,English League Championship,189,82,2000,7,12,3
8279,J. Tucker,CB,67,England,21,1999-11-13,English League One,192,85,1999,3,13,1
8287,R. Atkinson,CB,67,England,22,1998-07-13,English League Championship,193,85,1998,11,13,4
8311,J. Clarke,"RM, LM",67,England,20,2000-11-23,English Premier League,181,74,2000,3,23,1
8313,D. Afolayan,"LM, LW",67,England,23,1997-09-11,English League One,180,70,1997,1,11,1
8314,A. Gordon,"LM, CAM",67,England,20,2001-02-24,English Premier League,185,70,2001,6,24,2
8328,K. Lewis-Potter,"LM, LW",67,England,20,2001-02-22,English League Championship,170,67,2001,6,22,2
8388,E. Laird,RWB,67,England,19,2001-08-05,English League Championship,177,66,2001,12,5,4
8430,J. Greaves,CB,67,England,20,2000-09-12,English League Championship,191,70,2000,1,12,1
8490,T. Harwood-Bellis,CB,67,England,19,2002-01-30,Belgian Jupiler Pro League,188,72,2002,5,30,2
8533,A. Mighten,LM,67,England,19,2002-04-11,English League Championship,172,70,2002,8,11,3
8564,F. Carvalho,CAM,67,England,18,2002-08-30,English League Championship,178,63,2002,12,30,4
8628,S. Thomas,"RW, LWB, RWB",67,England,22,1999-01-25,English League Championship,185,75,1999,5,25,2
8683,J. Garner,ST,66,England,33,1988-04-12,English League One,178,74,1988,8,12,3
8684,K. Lee,"CDM, CM",66,England,33,1988-06-22,English League One,178,76,1988,10,22,4
8685,P. Hartley,CB,66,England,33,1988-04-03,Indian Super League,187,90,1988,8,3,3
8687,P. Huntington,CB,66,England,33,1987-09-17,English League Championship,191,80,1987,1,17,1
8689,M. Mancienne,"CDM, CB",66,England,33,1988-01-08,English League One,186,86,1988,5,8,2
8693,T. Clarke,"CB, RB",66,England,33,1987-12-21,English League One,180,77,1987,4,21,2
8695,B. Amos,GK,66,England,31,1990-04-10,English League One,193,76,1990,8,10,3
8696,S. Baldock,ST,66,England,32,1989-03-15,English League Championship,170,67,1989,7,15,3
8711,J. Jones,GK,66,England,32,1989-02-18,English League One,191,91,1989,6,18,2
8712,D. Hylton,ST,66,England,32,1989-02-25,English League Championship,183,71,1989,6,25,2
8724,B. Tozer,CB,66,England,31,1990-03-01,English National League,185,81,1990,7,1,3
8744,J. Steele,GK,66,England,30,1990-08-18,English Premier League,188,79,1990,12,18,4
8760,D. Andrew,"LWB, LB",66,England,30,1990-12-23,English League One,180,72,1990,4,23,2
8763,S. McConville,"LWB, CM",66,England,32,1989-03-06,English League One,180,74,1989,7,6,3
8776,D. Mayor,CM,66,England,30,1990-10-18,English League One,183,76,1990,2,18,1
8777,J. Shea,GK,66,England,30,1991-06-16,English League Championship,181,76,1991,10,16,4
8788,J. Norwood,ST,66,England,30,1990-09-05,English League One,180,73,1990,1,5,1
8792,J. Colback,"CDM, CM",66,England,31,1989-10-24,English League Championship,177,77,1989,2,24,1
8795,M. Jacobs,LM,66,England,29,1991-11-04,English League One,175,74,1991,3,4,1
8797,L. Moult,ST,66,England,29,1992-05-14,English League One,184,85,1992,9,14,3
8798,J. Marquis,ST,66,England,29,1992-05-16,English League One,185,80,1992,9,16,3
8799,J. Stockley,ST,66,England,27,1993-09-15,English League One,191,79,1993,1,15,1
8800,C. Hussey,LWB,66,England,32,1989-01-02,English League One,178,65,1989,5,2,2
8811,J. Taylor,RM,66,England,28,1992-07-20,English League One,168,77,1992,11,20,4
8813,L. Nicholls,GK,66,England,28,1992-10-05,English League Championship,191,85,1992,2,5,1
8826,M. Power,"CM, CDM, RB",66,England,27,1993-07-27,English League One,181,77,1993,11,27,4
8827,R. Tafazolli,CB,66,England,29,1991-09-28,English League One,196,93,1991,1,28,1
8830,R. Smallwood,CDM,66,England,30,1990-12-29,English League Championship,180,72,1990,4,29,2
8847,J. Cousins,"CDM, CM",66,England,27,1994-03-06,English League One,177,72,1994,7,6,3
8849,G. Long,GK,66,England,27,1993-11-05,English League Championship,193,94,1993,3,5,1
8854,A. Woodyard,"CM, CDM",66,England,28,1993-05-03,English League One,175,58,1993,9,3,3
8861,J. Vela,CM,66,England,27,1993-12-14,English League One,185,70,1993,4,14,2
8862,R. Tunnicliffe,CM,66,England,28,1992-12-30,English League One,183,80,1992,4,30,2
8863,L. Burge,GK,66,England,28,1993-01-09,English League One,185,70,1993,5,9,2
8864,S. Hoskins,"RM, CAM, LM",66,England,28,1993-02-04,English League Two,173,67,1993,6,4,2
8873,C. Edwards,CM,66,England,27,1994-01-12,Swedish Allsvenskan,180,70,1994,5,12,2
8875,R. Inniss,CB,66,England,26,1995-06-05,English League One,196,82,1995,10,5,4
8890,J. Husband,"LB, CB",66,England,27,1994-01-03,English League Championship,179,65,1994,5,3,2
8896,D. Cole,"ST, LW",66,England,26,1995-05-10,English League Championship,185,73,1995,9,10,3
8903,C. Pym,GK,66,England,26,1995-04-24,English League Championship,182,70,1995,8,24,3
8912,J. Guthrie,CB,66,England,28,1992-07-29,English League Two,193,82,1992,11,29,4
8913,A. Gilbey,CM,66,England,26,1994-12-09,English League One,183,73,1994,4,9,2
8917,R. Edwards,CB,66,England,27,1993-10-07,Scottish Premiership,195,76,1993,2,7,1
8928,D. Butler,"LWB, LB",66,England,26,1994-08-26,English League Championship,177,75,1994,12,26,4
8938,E. Lee,"CAM, RW, CM",66,England,26,1994-12-16,English League One,180,72,1994,4,16,2
8946,S. Long,RB,66,England,26,1995-01-16,English League One,179,75,1995,5,16,2
8971,M. Macey,GK,66,England,26,1994-09-09,Scottish Premiership,198,93,1994,1,9,1
8975,J. Harrop,"CAM, LM",66,England,25,1995-12-15,English League Championship,175,70,1995,4,15,2
8981,C. Dawson,GK,66,England,25,1995-07-07,English League Two,193,69,1995,11,7,4
8998,B. Purrington,LB,66,England,25,1996-05-20,English League One,178,73,1996,9,20,3
9009,C. Grant,"LWB, CM",66,England,26,1995-04-18,English League One,184,76,1995,8,18,3
9010,M. Pennington,"CB, RB",66,England,26,1994-10-06,English League One,185,77,1994,2,6,1
9021,D. Wheeler,"CAM, RM, CM",66,England,30,1990-10-04,English League One,180,76,1990,2,4,1
9028,K. Bryan,CB,66,England,24,1996-11-01,English League Championship,185,72,1996,3,1,1
9036,C. Brannagan,"CM, CDM",66,England,25,1996-05-09,English League One,180,71,1996,9,9,3
9037,J. Wildsmith,GK,66,England,25,1995-12-28,English League One,189,65,1995,4,28,2
9063,E. ÃztÃ¼mer,CAM,66,England,30,1991-05-29,Turkish SÃ¼per Lig,160,60,1991,9,29,3
9080,A. Palmer,GK,66,England,24,1996-08-10,English League Championship,191,85,1996,12,10,4
9083,C. Humphreys-Grant,CB,66,England,22,1998-08-22,Belgian Jupiler Pro League,185,82,1998,12,22,4
9088,A. Phillips,CM,66,England,23,1998-01-15,English League One,180,76,1998,5,15,2
9089,W. Boyle,CB,66,England,25,1995-09-01,English League One,191,84,1995,1,1,1
9112,C. Hamilton,"RM, RW",66,England,26,1995-03-23,English League Championship,185,74,1995,7,23,3
9114,G. Dobson,"CDM, CM",66,England,23,1997-11-15,English League One,185,75,1997,3,15,1
9130,T. Moore,CB,66,England,24,1997-05-12,Scottish Premiership,184,80,1997,9,12,3
9140,C. Guy,CDM,66,England,24,1996-11-25,English League Two,178,64,1996,3,25,1
9146,H. Chapman,"LW, RW",66,England,23,1997-11-05,English League One,172,70,1997,3,5,1
9148,J. Walton,GK,66,England,23,1998-04-23,English League Championship,184,77,1998,8,23,3
9159,J. Thorniley,CB,66,England,24,1996-11-24,English League One,180,64,1996,3,24,1
9163,C. Connolly,"CB, RB",66,England,23,1997-09-23,English League Championship,183,70,1997,1,23,1
9171,K. Knoyle,RB,66,England,24,1996-09-24,English League One,177,63,1996,1,24,1
9175,J. Davenport,"CDM, CM",66,England,22,1998-12-28,English League Championship,177,73,1998,4,28,2
9187,H. Coulson,"LB, LM",66,England,23,1998-06-17,English League One,172,70,1998,10,17,4
9188,C. Johnson,RB,66,England,24,1996-10-23,English League One,185,71,1996,2,23,1
9191,M. Butcher,CM,66,England,24,1997-05-14,English League One,188,83,1997,9,14,3
9196,J. Fitzwater,CB,66,England,23,1997-09-23,Scottish Premiership,188,70,1997,1,23,1
9197,J. Pritchard,"RWB, LWB, CM",66,England,24,1996-09-10,English League One,174,66,1996,1,10,1
9200,J. Leko,"ST, RM",66,England,22,1999-04-24,English League One,182,64,1999,8,24,3
9203,S. Wharton,CB,66,England,23,1997-10-03,English League Championship,188,78,1997,2,3,1
