,short_name,player_positions,overall,nationality_name,age,dob,league_name,height_cm,weight_kg,year,month,day,trimestre
3662,J. Lefort,"LB, CB",72,France,27,1993-08-09,Swiss Super League,184,81,1993,8,9,3
3668,M. D'Arpino,"CDM, CM",72,France,25,1996-06-17,Belgian Jupiler Pro League,176,68,1996,6,17,2
3673,Y. Salmier,CB,72,France,28,1992-11-21,French Ligue 1,188,85,1992,11,21,4
3676,P. Burner,RB,72,France,25,1996-04-11,French Ligue 2,170,61,1996,4,11,2
3683,L. Fomba,"CDM, CM",72,France,23,1998-01-26,French Ligue 2,188,68,1998,1,26,1
3696,E. Owusu,"CDM, CM",72,France,23,1997-11-07,Belgian Jupiler Pro League,182,72,1997,11,7,4
3704,N. Cozza,"CB, LB",72,France,22,1999-01-08,French Ligue 1,178,72,1999,1,8,1
3709,A. Gravillon,CB,72,France,23,1998-02-08,French Ligue 1,185,80,1998,2,8,1
3734,M. Sagnan,CB,72,France,22,1999-04-14,Portuguese Liga ZON SAGRES,187,77,1999,4,14,2
3772,A. Bamba,"RM, LM",72,France,27,1994-05-25,French Ligue 2,177,74,1994,5,25,2
3777,J. Dina Ebimbe,"CM, RW",72,France,20,2000-11-21,French Ligue 1,175,66,2000,11,21,4
3802,M. Bard,LB,72,France,20,2000-11-06,French Ligue 1,173,65,2000,11,6,4
3828,N. Penneteau,GK,71,France,40,1981-02-28,French Ligue 1,185,78,1981,2,28,1
3857,J. Moulin,GK,71,France,35,1986-01-13,French Ligue 1,185,88,1986,1,13,1
3887,J. Faussurier,RB,71,France,34,1987-01-14,French Ligue 1,173,70,1987,1,14,1
3916,Y. Salibur,"RM, ST",71,France,30,1991-01-24,Turkish SÃ¼per Lig,177,76,1991,1,24,1
3936,M. BarthelmÃ©,"LM, RM",71,France,32,1988-09-08,French Ligue 2,176,73,1988,9,8,3
3949,B. Maubleu,GK,71,France,31,1989-12-01,French Ligue 2,192,83,1989,12,1,4
3966,D. Appiah,"RB, LB",71,France,29,1992-06-09,French Ligue 1,179,68,1992,6,9,2
3991,F. Ogier,CB,71,France,32,1989-03-21,French Ligue 1,183,73,1989,3,21,1
3992,L. Carole,"LB, LWB",71,France,30,1991-04-12,Turkish SÃ¼per Lig,182,78,1991,4,12,2
4001,N. Benezet,"LM, CAM",71,France,30,1991-02-24,USA Major League Soccer,170,65,1991,2,24,1
4013,T. Monconduit,"CDM, CM",71,France,30,1991-02-10,French Ligue 1,184,83,1991,2,10,1
4023,A. Knockaert,"RM, RW",71,France,29,1991-11-20,English League Championship,172,69,1991,11,20,4
4061,D. Bain,CB,71,France,27,1993-07-02,French Ligue 1,181,74,1993,7,2,3
4068,Q. Bernard,"LB, CB",71,France,31,1989-07-07,French Ligue 2,184,83,1989,7,7,3
4107,J. Cabot,"RM, LM",71,France,27,1994-04-18,French Ligue 1,164,64,1994,4,18,2
4111,R. Walter,"CM, CDM",71,France,26,1995-04-26,USA Major League Soccer,174,73,1995,4,26,2
4154,O. Ntcham,"CM, CAM",71,France,25,1996-02-09,English League Championship,180,80,1996,2,9,1
4207,J. Hergault,"RB, RWB, LWB",71,France,35,1986-04-05,French Ligue 1,185,80,1986,4,5,2
4226,Y. Barbet,CB,71,France,28,1993-05-10,English League Championship,187,81,1993,5,10,2
4240,T. Valls,"CM, CDM",71,France,25,1995-12-18,Swiss Super League,178,71,1995,12,18,4
4243,A. Bobichon,"LM, CM",71,France,25,1995-09-14,French Ligue 1,178,75,1995,9,14,3
4246,F. Miguel,"CB, LB",71,France,24,1996-09-01,Spanish Segunda DivisiÃ³n,179,70,1996,9,1,3
4266,K. N'Doram,"CDM, CM",71,France,25,1996-01-22,French Ligue 1,185,77,1996,1,22,1
4280,J. Duverne,CB,71,France,23,1997-07-12,French Ligue 1,184,71,1997,7,12,3
4319,J. GÃ©lin,CB,71,France,24,1997-04-24,French Ligue 1,183,79,1997,4,24,2
4356,S. Grandsir,"LM, RM",71,France,24,1996-08-14,USA Major League Soccer,170,65,1996,8,14,3
4371,M. Maolida,"LM, ST",71,France,22,1999-02-14,German 1. Bundesliga,182,78,1999,2,14,1
4376,A. Bernede,"CDM, CM",71,France,22,1999-05-26,Austrian Football Bundesliga,177,74,1999,5,26,2
4395,Y. Valery,"RB, RWB",71,France,22,1999-02-22,English Premier League,180,85,1999,2,22,1
4398,P. Hamel,ST,71,France,27,1994-02-03,French Ligue 1,189,76,1994,2,3,1
4401,Z. Youssouf,"CM, RM, CDM",71,France,21,1999-07-11,French Ligue 1,182,81,1999,7,11,3
4404,G. Weissbeck,"CAM, RM",71,France,24,1997-01-17,French Ligue 2,177,70,1997,1,17,1
4438,R. Aabid,"CDM, CM, CAM",71,France,29,1992-01-19,Turkish SÃ¼per Lig,178,71,1992,1,19,1
4477,H. Marcelin,CB,71,France,21,2000-02-12,French Ligue 1,197,82,2000,2,12,1
4522,E. Le FÃ©e,"CM, CAM, RM",71,France,21,2000-02-03,French Ligue 1,170,58,2000,2,3,1
4532,S. Boey,"RB, LB",71,France,20,2000-09-13,Turkish SÃ¼per Lig,178,70,2000,9,13,3
4536,M. Diaby,CDM,71,France,24,1996-09-03,Portuguese Liga ZON SAGRES,197,77,1996,9,3,3
4557,T. Nianzou,"CB, CDM",71,France,19,2002-06-07,German 1. Bundesliga,187,83,2002,6,7,2
4558,N. Mbuku,"RM, CAM, RW",71,France,19,2002-03-16,French Ligue 1,170,65,2002,3,16,1
4570,A. Adli,ST,71,France,21,2000-05-10,German 1. Bundesliga,174,60,2000,5,10,2
4602,V. Demarconnay,GK,70,France,38,1983-04-05,French Ligue 2,180,71,1983,4,5,2
4606,G. Hoarau,ST,70,France,37,1984-03-05,Swiss Super League,193,85,1984,3,5,1
4716,F. Hanin,LB,70,France,31,1990-02-04,French Ligue 2,177,73,1990,2,4,1
4721,B. Leroy,GK,70,France,32,1989-04-07,French Ligue 2,184,74,1989,4,7,2
4736,R. Amalfitano,"CAM, CM, CDM",70,France,31,1989-08-27,Saudi Abdul L. Jameel League,173,68,1989,8,27,3
4737,V. Pajot,"CM, CDM",70,France,30,1990-08-19,French Ligue 1,180,70,1990,8,19,3
4738,N. Isimat-Mirin,CB,70,France,29,1991-11-15,USA Major League Soccer,187,78,1991,11,15,4
4745,J. Cuffaut,"CB, RB, RWB",70,France,33,1988-03-15,French Ligue 2,180,74,1988,3,15,1
4790,M. Barreto,"RM, CAM, LM",70,France,30,1991-01-18,French Ligue 2,175,68,1991,1,18,1
4824,J. Giraudon,CB,70,France,29,1992-01-16,French Ligue 1,184,66,1992,1,16,1
4848,C. Jean,"ST, RM",70,France,25,1995-07-15,French Ligue 1,170,70,1995,7,15,3
4865,R. Philippoteaux,LM,70,France,33,1988-03-02,French Ligue 2,170,67,1988,3,2,1
4870,S. Willems,"CB, LB",70,France,30,1990-08-31,Belgian Jupiler Pro League,184,75,1990,8,31,3
4878,H. Ongenda,"CAM, CM, LW",70,France,26,1995-06-24,Romanian Liga I,171,72,1995,6,24,2
4911,A. Monfray,CB,70,France,30,1990-12-20,French Ligue 2,185,76,1990,12,20,4
4946,O. Kemen,"CM, LM, CAM",70,France,24,1996-07-20,Turkish SÃ¼per Lig,177,76,1996,7,20,3
4949,M. Diaw,GK,70,France,28,1993-06-22,Swiss Super League,198,98,1993,6,22,2
4955,L. Mousset,ST,70,France,25,1996-02-08,English League Championship,184,80,1996,2,8,1
4966,G. Kyei,ST,70,France,25,1995-08-12,Swiss Super League,188,90,1995,8,12,3
4995,J. Benet,"CM, CAM",70,France,26,1995-06-24,French Ligue 2,186,75,1995,6,24,2
4996,Y. Bodiger,"CDM, CM, CAM",70,France,26,1995-02-09,Spanish Segunda DivisiÃ³n,188,80,1995,2,9,1
4999,J. DompÃ©,"LM, LW",70,France,25,1995-08-12,Belgian Jupiler Pro League,170,65,1995,8,12,3
5005,T. Mauricio,"CAM, RM, LM",70,France,27,1994-03-22,French Ligue 2,169,67,1994,3,22,1
5006,V. Koziello,CM,70,France,25,1995-10-28,Belgian Jupiler Pro League,168,58,1995,10,28,4
5051,M. Udol,"LB, LWB, CB",70,France,25,1996-03-20,French Ligue 1,178,68,1996,3,20,1
5054,Y. Rahmani,"LM, ST",70,France,26,1995-05-13,Spanish Segunda DivisiÃ³n,178,72,1995,5,13,2
5096,J. Makengo,CM,70,France,23,1998-06-12,Italian Serie A,177,75,1998,6,12,2
5106,Q. Boisgard,"CM, LM, RM",70,France,24,1997-03-17,French Ligue 1,174,75,1997,3,17,1
5138,A. LaÃ¯douni,"CDM, CM",70,France,24,1996-12-13,Hungarian Nemzeti BajnoksÃ¡g I,184,81,1996,12,13,4
5163,M. Chouiar,"LM, CAM",70,France,22,1999-01-23,Turkish SÃ¼per Lig,177,75,1999,1,23,1
5213,D. Keita-Ruel,ST,70,France,31,1989-09-21,German 2. Bundesliga,185,79,1989,9,21,3
5224,G. Nyamsi,CB,70,France,24,1997-01-22,French Ligue 1,195,94,1997,1,22,1
5242,L. Zidane,GK,70,France,23,1998-05-13,Spain Primera Division,183,78,1998,5,13,2
5249,J. Deminguet,"CM, CDM",70,France,23,1998-01-07,French Ligue 2,178,74,1998,1,7,1
5262,S. Nsoki,"CB, LB",70,France,22,1999-04-09,Belgian Jupiler Pro League,184,83,1999,4,9,2
5270,O. Solet,CB,70,France,21,2000-02-07,Austrian Football Bundesliga,192,81,2000,2,7,1
5366,A. Pelmard,"CB, RB",70,France,21,2000-03-12,Swiss Super League,180,68,2000,3,12,1
5378,U. Bonnet,"ST, LW",70,France,27,1993-09-17,French Ligue 2,181,73,1993,9,17,3
5385,T. Coulibaly,"RM, LM, CF",70,France,20,2001-02-18,German 1. Bundesliga,175,72,2001,2,18,1
5399,J. Chotard,"CM, CDM",70,France,19,2001-09-24,French Ligue 1,179,70,2001,9,24,3
5433,Y. Hamache,LB,70,France,21,1999-07-13,Portuguese Liga ZON SAGRES,177,73,1999,7,13,3
5434,L. Gourna,CDM,70,France,17,2003-08-05,French Ligue 1,185,78,2003,8,5,3
5456,E. Wahi,"ST, LM",70,France,18,2003-01-02,French Ligue 1,184,74,2003,1,2,1
5490,A. Bonnet,"LM, CAM, ST",69,France,34,1986-10-17,French Ligue 2,173,65,1986,10,17,4
5518,L. Nestor,CB,69,France,32,1989-05-20,French Ligue 2,179,70,1989,5,20,2
5519,M. Dreyer,GK,69,France,32,1989-03-20,French Ligue 1,188,81,1989,3,20,1
5542,R. Rodelin,"LW, CAM",69,France,31,1989-11-18,Swiss Super League,193,93,1989,11,18,4
5543,V. Sasso,CB,69,France,30,1991-02-16,Swiss Super League,190,85,1991,2,16,1
5547,G. Belaud,RB,69,France,34,1986-09-16,French Ligue 2,178,75,1986,9,16,3
5588,M. PeybernÃ¨s,CB,69,France,30,1990-10-21,Spanish Segunda DivisiÃ³n,184,80,1990,10,21,4
5619,A. Letellier,GK,69,France,30,1990-12-11,French Ligue 1,193,93,1990,12,11,4
5663,G. Courtet,ST,69,France,32,1989-02-22,French Ligue 2,180,76,1989,2,22,1
5677,B. Omrani,"ST, LW",69,France,27,1993-07-02,Romanian Liga I,187,92,1993,7,2,3
5699,R. Camacho,CB,69,France,30,1991-03-05,USA Major League Soccer,185,79,1991,3,5,1
5714,J. Iloki,"RM, RW",69,France,29,1992-01-14,Chinese Super League,173,70,1992,1,14,1
5717,M. Michel,GK,69,France,29,1991-09-04,French Ligue 2,189,84,1991,9,4,3
5725,S. Doukara,"CAM, ST",69,France,29,1991-09-29,Turkish SÃ¼per Lig,183,87,1991,9,29,3
5741,M. Caillard,GK,69,France,27,1994-05-12,French Ligue 1,191,87,1994,5,12,2
5752,W. SaÃ¯d,"ST, RW, LW",69,France,26,1995-04-19,French Ligue 1,173,71,1995,4,19,2
5753,E. Basilio,GK,69,France,26,1994-10-03,French Ligue 2,187,75,1994,10,3,4
5757,D. Douline,"CDM, CM",69,France,28,1993-05-28,Swiss Super League,182,83,1993,5,28,2
5759,J. MariÃ©,"CM, CDM",69,France,29,1991-09-29,French Ligue 2,177,73,1991,9,29,3
5806,L. Dos Santos,"RWB, RB, LWB",69,France,28,1993-03-21,French Ligue 2,177,70,1993,3,21,1
5863,G. Lloris,CB,69,France,25,1995-07-18,French Ligue 2,191,87,1995,7,18,3
5876,K. Vandendriessche,"CM, CDM",69,France,31,1989-08-07,Belgian Jupiler Pro League,183,74,1989,8,7,3
5998,M. PrÃ©vot,GK,69,France,24,1997-04-09,French Ligue 2,187,81,1997,4,9,2
6034,V. Henry,"RWB, RB",69,France,27,1993-09-18,French Ligue 2,178,73,1993,9,18,3
6061,A. Diakhaby,"RM, RW",69,France,24,1996-07-05,French Ligue 2,184,74,1996,7,5,3
6075,A. Sissako,"CDM, CM",69,France,23,1998-05-26,Belgian Jupiler Pro League,186,78,1998,5,26,2
6133,U. Bozok,ST,69,France,24,1996-09-19,Turkish SÃ¼per Lig,178,75,1996,9,19,3
6149,D. Batubinsika,CB,69,France,25,1996-02-15,Portuguese Liga ZON SAGRES,185,84,1996,2,15,1
6151,C. Mandouki,"CDM, CM",69,France,29,1991-08-21,French Ligue 2,179,76,1991,8,21,3
6209,L. Perrin,CB,69,France,22,1998-11-19,French Ligue 1,187,71,1998,11,19,4
6284,J. Mellot,RB,69,France,27,1994-03-28,Spanish Segunda DivisiÃ³n,178,77,1994,3,28,1
6287,K. KonÃ©,CM,69,France,20,2001-05-17,German 1. Bundesliga,185,80,2001,5,17,2
6291,E. Lombardo,LM,69,France,24,1997-04-16,Spanish Segunda DivisiÃ³n,174,69,1997,4,16,2
6298,L. Brassier,CB,69,France,21,1999-11-02,French Ligue 1,184,78,1999,11,2,4
6311,P. Cornud,"LB, LM",69,France,24,1996-12-12,Spanish Segunda DivisiÃ³n,177,73,1996,12,12,4
6320,Y. Gboho,"LM, RM, ST",69,France,20,2001-01-14,Holland Eredivisie,178,64,2001,1,14,1
6341,M. Chahiri,"LM, CAM",69,France,24,1996-07-25,French Ligue 2,180,77,1996,7,25,3
6344,P. Kalulu,"RB, CB",69,France,21,2000-06-05,Italian Serie A,184,69,2000,6,5,2
6366,C. Matsima,CB,69,France,19,2002-05-15,French Ligue 1,193,80,2002,5,15,2
6426,R. Riou,GK,68,France,33,1987-08-06,French Ligue 2,189,81,1987,8,6,3
6450,M. Coutadeur,"CDM, CM",68,France,35,1986-03-20,French Ligue 2,170,69,1986,3,20,1
6459,C. Avinel,CB,68,France,34,1986-09-11,French Ligue 2,187,84,1986,9,11,3
6461,D. Marcq,"CDM, CM",68,France,32,1988-12-08,Belgian Jupiler Pro League,181,76,1988,12,8,4
6462,R. Armand,"ST, LM, RM",68,France,34,1987-02-27,French Ligue 2,181,75,1987,2,27,1
6492,A. Coeff,"CB, RB, CDM",68,France,29,1992-02-20,French Ligue 2,186,74,1992,2,20,1
6494,B. Poulain,CB,68,France,33,1987-07-24,Belgian Jupiler Pro League,189,83,1987,7,24,3
6525,R. Nouri,"LM, RM",68,France,36,1985-06-07,French Ligue 2,178,73,1985,6,7,2
6534,J. Delle,GK,68,France,31,1990-03-29,Belgian Jupiler Pro League,190,85,1990,3,29,1
6563,M. Gorgelin,GK,68,France,30,1990-08-05,French Ligue 2,187,83,1990,8,5,3
6580,G. Bussmann,LB,68,France,30,1991-02-02,German 2. Bundesliga,184,75,1991,2,2,1
6632,D. LÃ©on,GK,68,France,28,1992-11-03,French Ligue 2,187,94,1992,11,3,4
6661,F. Brillant,CB,68,France,36,1985-06-26,USA Major League Soccer,191,70,1985,6,26,2
6692,T. Peyre,CB,68,France,28,1992-10-03,Belgian Jupiler Pro League,184,75,1992,10,3,4
6759,A. Maraval,GK,68,France,27,1993-10-20,French Ligue 2,184,79,1993,10,20,4
6779,G. Kilota,"LB, LM",68,France,27,1994-01-02,Belgian Jupiler Pro League,171,66,1994,1,2,1
6814,G. Paquiez,RB,68,France,27,1994-02-15,French Ligue 2,182,72,1994,2,15,1
6825,L. Houri,"CAM, CM",68,France,25,1996-01-19,Romanian Liga I,166,59,1996,1,19,1
6826,T. Ambrose,"LM, LW, ST",68,France,24,1997-03-28,Belgian Jupiler Pro League,178,76,1997,3,28,1
6856,L. Mpasi,GK,68,France,26,1994-08-01,French Ligue 2,182,78,1994,8,1,3
6866,P. Bourdin,"LB, CB, LWB",68,France,27,1994-01-06,Belgian Jupiler Pro League,186,84,1994,1,6,1
6896,V. Jacob,"LM, CAM",68,France,27,1994-06-15,French Ligue 2,171,67,1994,6,15,2
6943,M. Alphonse,"RB, LB",68,France,31,1989-07-12,French Ligue 2,182,75,1989,7,12,3
7035,G. Hein,"RM, CM, CAM",68,France,24,1996-08-07,French Ligue 2,170,65,1996,8,7,3
7037,R. Descamps,GK,68,France,25,1996-06-25,French Ligue 1,196,82,1996,6,25,2
7045,H. Mendes,"RB, CB",68,France,23,1998-05-04,French Ligue 1,184,73,1998,5,4,2
7095,A. Leautey,"LM, LW, RM",68,France,25,1996-04-14,Portuguese Liga ZON SAGRES,172,66,1996,4,14,2
7100,H. Keyta,"LW, ST, LM",68,France,26,1994-12-17,Portuguese Liga ZON SAGRES,184,77,1994,12,17,4
7146,Y. Fekir,"LW, RW, CAM",68,France,24,1997-05-05,Spain Primera Division,170,65,1997,5,5,2
7173,B. Aouacheria,"RM, LM",68,France,27,1994-04-02,Portuguese Liga ZON SAGRES,182,77,1994,4,2,2
7198,G. Robail,"LM, LW, ST",68,France,27,1994-01-09,French Ligue 2,182,73,1994,1,9,1
7233,Ã. Vandenabeele,CB,68,France,29,1991-12-16,French Ligue 2,184,77,1991,12,16,4
7237,G. Laura,"ST, RM",68,France,25,1995-08-06,French Ligue 2,178,82,1995,8,6,3
7242,T. Cognat,"CM, CDM, LM",68,France,23,1998-01-25,Swiss Super League,173,67,1998,1,25,1
7245,H. Magnetti,"CDM, CM",68,France,23,1998-05-30,French Ligue 1,180,75,1998,5,30,2
7252,Y. Magnin,CDM,68,France,24,1997-06-21,French Ligue 1,183,71,1997,6,21,2
7272,B. DiakitÃ©,"CB, RB",68,France,20,2001-01-06,French Ligue 2,186,82,2001,1,6,1
7273,H. Massengo,"CDM, CM",68,France,19,2001-07-07,English League Championship,175,70,2001,7,7,3
7274,G. Biancone,"RB, RWB",68,France,21,2000-03-31,French Ligue 1,187,79,2000,3,31,1
7308,P. Bardy,CB,68,France,28,1992-08-27,French Ligue 2,182,71,1992,8,27,3
7311,R. Boissier,"CM, CDM, RM",68,France,27,1994-02-22,French Ligue 2,181,73,1994,2,22,1
7337,I. Lihadji,RM,68,France,19,2002-04-10,French Ligue 1,177,70,2002,4,10,2
7376,G. Mikautadze,"ST, CF",68,France,20,2000-10-31,Belgian Jupiler Pro League,178,72,2000,10,31,4
7396,J. Antiste,ST,68,France,18,2002-08-18,Italian Serie A,182,77,2002,8,18,3
7408,V. Lobry,"CAM, CDM, ST",68,France,26,1995-06-16,French Ligue 2,181,74,1995,6,16,2
7413,T. PembÃ©lÃ©,"RB, CB, RWB",68,France,18,2002-09-09,French Ligue 1,182,76,2002,9,9,3
7422,B. Soppy,"RB, CB",68,France,19,2002-02-21,Italian Serie A,181,80,2002,2,21,1
7431,C. DiakitÃ©,"CM, CAM",68,France,18,2002-12-05,French Ligue 2,173,63,2002,12,5,4
7512,P. Gibaud,CB,67,France,33,1988-04-22,French Ligue 2,184,69,1988,4,22,2
7513,A. Robic,"RM, LM, ST",67,France,35,1986-03-05,French Ligue 2,181,73,1986,3,5,1
7548,J. Fontaine,"CM, RM",67,France,32,1989-03-11,French Ligue 2,177,73,1989,3,11,1
7560,E. RiviÃ¨re,ST,67,France,31,1990-03-03,Italian Serie B,182,76,1990,3,3,1
7598,A. GonÃ§alves,"CM, RM",67,France,35,1986-03-06,French Ligue 2,178,79,1986,3,6,1
7599,B. Jeannot,"ST, RW",67,France,29,1992-01-22,French Ligue 2,183,78,1992,1,22,1
7831,J. Pi,"CM, CDM",67,France,27,1993-09-24,French Ligue 2,180,74,1993,9,24,3
7850,M. Perez,"CDM, CM",67,France,30,1991-05-11,French Ligue 2,182,78,1991,5,11,2
7920,A. Batisse,"CB, CDM",67,France,26,1995-01-13,French Ligue 2,186,87,1995,1,13,1
7943,D. Louiserre,"CDM, CM",67,France,26,1995-02-02,French Ligue 2,172,63,1995,2,2,1
7949,J. Augustin,ST,67,France,24,1997-06-16,French Ligue 1,177,69,1997,6,16,2
7960,B. Boutobba,"RM, CAM",67,France,22,1998-08-29,French Ligue 2,173,65,1998,8,29,3
7966,R. Maulun,"CM, CAM",67,France,24,1996-11-23,Holland Eredivisie,176,67,1996,11,23,4
7994,K. Boto,"LB, LWB",67,France,25,1996-03-07,French Ligue 2,183,71,1996,3,7,1
7995,V. Marchetti,"CM, CDM, LB",67,France,23,1997-07-04,French Ligue 2,181,70,1997,7,4,3
7996,Z. Machach,"CAM, CM, ST",67,France,25,1996-01-05,Italian Serie A,185,77,1996,1,5,1
7997,B. Allain,GK,67,France,29,1991-11-28,Swedish Allsvenskan,185,77,1991,11,28,4
8013,F. Bambock,"CDM, CM",67,France,26,1995-04-07,French Ligue 2,181,76,1995,4,7,2
8050,A. Olliero,GK,67,France,25,1996-02-15,French Ligue 2,193,85,1996,2,15,1
8063,J. Livolant,RM,67,France,23,1998-01-09,French Ligue 2,175,70,1998,1,9,1
8071,G. Perrin,"LM, RM",67,France,25,1996-06-07,French Ligue 2,169,63,1996,6,7,2
8104,S. Camara,CB,67,France,28,1992-11-14,Turkish SÃ¼per Lig,190,84,1992,11,14,4
8117,A. Gory,"ST, LM",67,France,24,1996-08-30,French Ligue 2,182,72,1996,8,30,3
8132,G. Fofana,"CDM, CM",67,France,28,1992-12-17,Romanian Liga I,184,78,1992,12,17,4
8164,J. Gaspar,RB,67,France,24,1997-04-23,French Ligue 2,172,58,1997,4,23,2
8191,B. Lasme,"ST, RM",67,France,22,1998-11-14,German 1. Bundesliga,188,85,1998,11,14,4
8206,J. Masson,"CDM, CM",67,France,23,1998-06-18,French Ligue 2,182,76,1998,6,18,2
8211,J. Pendant,LB,67,France,24,1997-02-09,USA Major League Soccer,177,64,1997,2,9,1
8262,G. Poussin,GK,67,France,22,1999-01-13,French Ligue 1,184,85,1999,1,13,1
8275,W. Geubbels,ST,67,France,19,2001-08-16,French Ligue 1,185,72,2001,8,16,3
8276,S. Sadzoute,LB,67,France,23,1998-04-29,Belgian Jupiler Pro League,172,56,1998,4,29,2
8278,A. Sissoko,RB,67,France,24,1997-03-07,French Ligue 1,178,68,1997,3,7,1
8283,C. Rocchia,LB,67,France,23,1998-02-01,French Ligue 2,172,70,1998,2,1,1
8292,J. Billong,CB,67,France,27,1993-12-28,French Ligue 1,192,88,1993,12,28,4
8307,A. Trouillet,CM,67,France,20,2000-12-23,French Ligue 2,175,65,2000,12,23,4
8324,E. Loiodice,"CM, CDM",67,France,20,2000-11-27,Spanish Segunda DivisiÃ³n,175,71,2000,11,27,4
8329,C. Abi,ST,67,France,21,2000-04-12,French Ligue 2,187,71,2000,4,12,2
8330,W. TchimbembÃ©,"CM, LM",67,France,23,1998-04-21,French Ligue 1,180,74,1998,4,21,2
8343,I. Sissoko,ST,67,France,25,1995-11-27,French Ligue 2,190,89,1995,11,27,4
8392,K. SidibÃ©,"CDM, CM, CB",67,France,22,1999-01-28,French Ligue 2,200,85,1999,1,28,1
8395,K. Cabral,"LM, ST, LW",67,France,21,1999-07-10,USA Major League Soccer,183,75,1999,7,10,3
8415,A. Scheidler,ST,67,France,23,1998-06-04,French Ligue 2,192,90,1998,6,4,2
8449,B. SoumarÃ©,"CAM, RM",67,France,22,1999-02-11,French Ligue 2,180,70,1999,2,11,1
8455,Y. Ben Balla,"CDM, CM",67,France,25,1996-02-24,German 2. Bundesliga,181,72,1996,2,24,1
8477,E. Millot,"CAM, CM",67,France,18,2002-07-17,German 1. Bundesliga,175,64,2002,7,17,3
8523,N. Diliberto,"CM, CDM",67,France,19,2001-09-08,French Ligue 2,175,65,2001,9,8,3
8526,L. Da Cunha,"RM, CAM",67,France,20,2001-06-09,French Ligue 1,176,69,2001,6,9,2
8565,M. Biron,"ST, RM",67,France,23,1997-08-26,French Ligue 2,170,71,1997,8,26,3
8572,J. Le Douaron,"LM, RM",67,France,23,1998-04-21,French Ligue 1,189,77,1998,4,21,2
8573,I. Kebbal,"RM, CAM",67,France,22,1998-07-10,French Ligue 1,169,60,1998,7,10,3
8579,A. Moueffek,"CM, RB",67,France,20,2001-04-09,French Ligue 1,179,71,2001,4,9,2
8581,S. Mara,ST,67,France,18,2002-07-30,French Ligue 1,183,80,2002,7,30,3
8589,E. Guessand,ST,67,France,20,2001-07-01,French Ligue 1,185,79,2001,7,1,3
8620,T. Lacoux,"CDM, CM",67,France,19,2002-01-25,French Ligue 1,175,65,2002,1,25,1
8644,L. Rosier,"CDM, CM",67,France,22,1998-08-14,Portuguese Liga ZON SAGRES,190,82,1998,8,14,3
8663,R. Providence,"LW, RW, ST",67,France,19,2001-07-07,Belgian Jupiler Pro League,172,59,2001,7,7,3
8704,J. Sainati,CB,66,France,32,1988-09-25,French Ligue 2,183,83,1988,9,25,3
8722,A. Collin,CB,66,France,35,1986-03-08,USA Major League Soccer,187,86,1986,3,8,1
8739,F. Sammaritano,"LM, CAM, RM",66,France,35,1986-03-23,French Ligue 2,162,64,1986,3,23,1
8784,F. Berenguer,"CM, CAM, LW",66,France,32,1989-04-01,Australian Hyundai A-League,180,70,1989,4,1,2
8791,M. Vidal,GK,66,France,30,1991-06-03,French Ligue 2,183,83,1991,6,3,2
8812,B. Ketkeophomphone,"ST, LM",66,France,31,1990-03-24,French Ligue 2,180,73,1990,3,24,1
8829,L. NÃ©ry,"RB, LB",66,France,30,1991-02-05,French Ligue 2,174,73,1991,2,5,1
8837,T. Moulin,"CDM, CM, CAM",66,France,31,1990-01-13,Romanian Liga I,174,75,1990,1,13,1
8892,E. Dudouit,"CDM, CM, RB",66,France,29,1991-09-07,French Ligue 2,183,70,1991,9,7,3
9023,D. Dussaut,"RB, LB",66,France,26,1994-11-08,Romanian Liga I,184,73,1994,11,8,4
9024,D. CavarÃ©,RB,66,France,26,1995-02-05,Swiss Super League,185,93,1995,2,5,1
9039,T. Pellenard,"LB, LWB",66,France,27,1994-03-04,French Ligue 2,182,78,1994,3,4,1
9060,F. David,"ST, LW, RM",66,France,28,1992-11-16,French Ligue 2,180,67,1992,11,16,4
9078,P. Lemonnier,CB,66,France,27,1993-07-06,French Ligue 2,182,76,1993,7,6,3
9110,Q. Cornette,"RM, LM",66,France,27,1994-01-17,French Ligue 2,172,75,1994,1,17,1
9117,Q. Lecoeuche,"LB, LM",66,France,27,1994-02-04,French Ligue 2,172,65,1994,2,4,1
9144,N. LemaÃ®tre,GK,66,France,24,1997-01-12,French Ligue 2,185,83,1997,1,12,1
9176,A. Kalulu,"RM, LM, ST",66,France,25,1996-01-21,French Ligue 2,166,68,1996,1,21,1
9190,D. Poha,CM,66,France,24,1997-05-28,Portuguese Liga ZON SAGRES,173,68,1997,5,28,2
9198,N. Janvier,CM,66,France,22,1998-08-11,Portuguese Liga ZON SAGRES,172,77,1998,8,11,3
9205,S. Coulibaly,CB,66,France,25,1996-06-09,USA Major League Soccer,184,87,1996,6,9,2
9211,J. Dacosta,"RWB, RB",66,France,25,1996-05-29,English League Championship,182,77,1996,5,29,2
9295,I. Sacko,"ST, LM",66,France,23,1997-07-19,French Ligue 1,183,70,1997,7,19,3
9296,T. Campanini,RB,66,France,22,1998-07-27,French Ligue 2,179,79,1998,7,27,3
9301,R. Guitane,"CAM, CM",66,France,22,1999-05-26,Portuguese Liga ZON SAGRES,170,58,1999,5,26,2
9319,A. Jung,ST,66,France,23,1997-10-08,French Ligue 2,190,85,1997,10,8,4
