,short_name,player_positions,overall,nationality_name,age,dob,league_name,height_cm,weight_kg,year,month,day,trimestre
11798,AndrÃ© Anderson,"CF, CAM, ST",64,Italy,21,1999-09-23,Italian Serie A,180,75,1999,9,23,3
11864,D. Bettella,CB,64,Italy,21,2000-04-07,Italian Serie B,185,75,2000,4,7,2
11909,G. CalÃ²,"CDM, CM",64,Italy,24,1997-02-05,Italian Serie B,180,75,1997,2,5,1
11924,E. Del Prato,"RB, RM, CM",64,Italy,21,1999-11-10,Italian Serie B,183,74,1999,11,10,4
12049,R. Ladinetti,CM,64,Italy,20,2000-12-20,Italian Serie A,182,78,2000,12,20,4
12050,L. Pirola,CB,64,Italy,19,2002-02-20,Italian Serie B,185,79,2002,2,20,1
12093,A. Cambiaso,"RM, LM, LB",64,Italy,21,2000-02-20,Italian Serie A,181,72,2000,2,20,1
12111,D. Udogie,"LB, LM",64,Italy,18,2002-11-28,Italian Serie A,186,67,2002,11,28,4
12145,B. Oddei,RW,64,Italy,18,2002-09-01,Italian Serie B,175,55,2002,9,1,3
12229,M. Viti,CB,64,Italy,19,2002-01-24,Italian Serie A,190,81,2002,1,24,1
12523,M. Reinthaler,CB,63,Italy,26,1995-03-22,German 3. Bundesliga,193,83,1995,3,22,1
12542,L. Andrenacci,GK,63,Italy,26,1995-01-02,Italian Serie A,188,77,1995,1,2,1
12778,N. Zanellato,"CM, CDM",63,Italy,23,1998-06-24,Italian Serie B,187,80,1998,6,24,2
12935,R. Romeo,RB,63,Italy,31,1990-04-27,Romanian Liga I,175,68,1990,4,27,2
12989,A. Colpani,"CM, CDM",63,Italy,22,1999-05-11,Italian Serie B,184,75,1999,5,11,2
13097,G. Di Serio,ST,63,Italy,19,2001-07-20,Italian Serie B,182,78,2001,7,20,3
13121,S. Muratore,CM,63,Italy,23,1998-05-30,Portuguese Liga ZON SAGRES,186,74,1998,5,30,2
13133,C. Pastina,"CB, LB",63,Italy,20,2001-02-15,Italian Serie B,185,80,2001,2,15,1
13367,E. Vergani,ST,63,Italy,20,2001-02-06,Italian Serie A,186,77,2001,2,6,1
13467,A. Berardi,GK,62,Italy,30,1991-01-16,Italian Serie A,185,78,1991,1,16,1
13497,M. Armellino,"CM, CDM",62,Italy,31,1989-08-21,Italian Serie B,176,75,1989,8,21,3
13564,G. Guerrieri,GK,62,Italy,25,1996-02-25,Italian Serie A,184,78,1996,2,25,1
13602,D. Sommariva,GK,62,Italy,23,1997-07-18,Italian Serie B,186,76,1997,7,18,3
13615,L. Paolucci,"CM, CAM",62,Italy,24,1996-10-01,Belgian Jupiler Pro League,174,66,1996,10,1,4
13642,M. Festa,GK,62,Italy,29,1992-06-06,Italian Serie B,190,85,1992,6,6,2
13735,F. Melegoni,CM,62,Italy,22,1999-02-18,Italian Serie A,186,74,1999,2,18,1
13796,M. Olivieri,"ST, LW",62,Italy,22,1999-06-30,Italian Serie B,177,73,1999,6,30,2
13846,S. Mulattieri,"ST, CAM",62,Italy,20,2000-10-07,Italian Serie B,183,77,2000,10,7,4
13879,E. Masciangelo,LB,62,Italy,24,1996-07-08,Italian Serie B,177,69,1996,7,8,3
13922,A. Riccardi,"CM, CAM",62,Italy,20,2001-04-03,Italian Serie A,178,68,2001,4,3,2
13955,S. Straudi,"RB, RM, CM",62,Italy,22,1999-01-27,German 2. Bundesliga,176,73,1999,1,27,1
14135,M. Brescianini,"CDM, CM",62,Italy,21,2000-01-20,Italian Serie B,188,78,2000,1,20,1
14166,S. Damiani,"CDM, CM",62,Italy,23,1998-01-30,Italian Serie A,178,73,1998,1,30,1
14356,N. Pennington,"CM, CDM",62,Italy,22,1998-12-18,Australian Hyundai A-League,182,74,1998,12,18,4
14387,S. Canestrelli,"CB, CDM",62,Italy,20,2000-09-11,Italian Serie B,192,81,2000,9,11,3
14505,M. Gargiulo,"CM, CAM",61,Italy,25,1996-03-26,Italian Serie B,187,81,1996,3,26,1
14803,K. Piscopo,"CF, ST, CAM",61,Italy,23,1998-02-06,Italian Serie A,181,78,1998,2,6,1
14926,D. Massaro,"ST, CF",61,Italy,23,1998-02-10,Romanian Liga I,180,75,1998,2,10,1
14957,F. Parisi,"LB, LM, CDM",61,Italy,20,2000-11-09,Italian Serie A,178,72,2000,11,9,4
15055,E. Bove,CM,61,Italy,19,2002-05-16,Italian Serie A,174,65,2002,5,16,2
15121,R. Capellini,CB,61,Italy,21,2000-03-01,Spanish Segunda DivisiÃ³n,185,74,2000,3,1,1
15186,F. Rossi,GK,60,Italy,30,1991-04-27,Italian Serie A,193,83,1991,4,27,2
15194,J. Furlan,GK,60,Italy,28,1993-02-22,Italian Serie A,189,75,1993,2,22,1
15223,L. Paramatti,CB,60,Italy,26,1995-02-02,Romanian Liga I,185,75,1995,2,2,1
15315,G. Cuomo,CB,60,Italy,23,1998-02-02,Italian Serie B,190,79,1998,2,2,1
15344,M. Bleve,GK,60,Italy,25,1995-10-18,Italian Serie B,184,84,1995,10,18,4
15359,G. Borello,RW,60,Italy,22,1999-04-28,Italian Serie B,167,60,1999,4,28,2
15397,G. Corbo,CB,60,Italy,21,2000-01-11,Italian Serie A,185,76,2000,1,11,1
15453,G. Gaetano,"CAM, CM",60,Italy,21,2000-05-05,Italian Serie A,175,70,2000,5,5,2
15483,P. Gozzi,"CB, LB",60,Italy,20,2001-04-25,Spanish Segunda DivisiÃ³n,187,74,2001,4,25,2
15526,N. Zortea,"RB, RM",60,Italy,22,1999-06-01,Italian Serie A,175,70,1999,6,1,2
15639,G. Mollo,ST,60,Italy,20,2001-02-24,German 2. Bundesliga,175,74,2001,2,24,1
15729,F. Tripi,"CB, CDM",60,Italy,19,2002-01-06,Italian Serie A,185,69,2002,1,6,1
15740,M. Pagliuca,ST,60,Italy,19,2002-04-25,Italian Serie A,188,75,2002,4,25,2
15771,F. Tongya,"CAM, ST",60,Italy,19,2002-03-13,French Ligue 1,181,75,2002,3,13,1
15899,G. Altare,CB,60,Italy,22,1998-08-09,Italian Serie A,190,84,1998,8,9,3
16046,F. Delli Carri,CB,59,Italy,22,1999-05-03,Italian Serie A,189,80,1999,5,3,2
16221,D. Maldini,CAM,59,Italy,19,2001-10-11,Italian Serie A,186,70,2001,10,11,4
16256,G. Cangiano,"LW, ST",59,Italy,19,2001-11-16,Italian Serie A,170,67,2001,11,16,4
16476,D. Mondonico,CB,59,Italy,24,1997-05-25,Italian Serie B,193,85,1997,5,25,2
16781,W. Gnonto,"CF, LM, ST",58,Italy,17,2003-11-05,Swiss Super League,170,72,2003,11,5,4
16978,D. Iacoponi,LW,58,Italy,19,2002-03-25,Italian Serie B,175,73,2002,3,25,1
17260,A. Padula,"LB, RB",57,Italy,25,1996-04-04,Swiss Super League,183,73,1996,4,4,2
17349,A. Compagno,ST,57,Italy,25,1996-04-22,Romanian Liga I,194,84,1996,4,22,2
17368,Y. Scintu,"ST, LW, RW",57,Italy,24,1997-05-20,German 3. Bundesliga,193,84,1997,5,20,2
17540,S. Beccari,GK,56,Italy,22,1998-11-18,Austrian Football Bundesliga,188,81,1998,11,18,4
17783,R. Baniya,CB,56,Italy,22,1999-02-18,Turkish SÃ¼per Lig,192,84,1999,2,18,1
17811,G. Satalino,GK,55,Italy,22,1999-05-20,Italian Serie A,188,75,1999,5,20,2
17819,C. Manicone,ST,55,Italy,23,1998-01-26,Swiss Super League,183,76,1998,1,26,1
18156,D. Zappella,RB,54,Italy,23,1998-04-29,Italian Serie A,180,75,1998,4,29,2
18294,P. Boer,GK,54,Italy,19,2002-05-12,Italian Serie A,193,80,2002,5,12,2
18476,M. Felici,CAM,53,Italy,20,2001-04-17,Italian Serie B,179,71,2001,4,17,2
18512,J. Guadagno,GK,53,Italy,18,2003-02-21,Danish Superliga,183,70,2003,2,21,1
19102,G. Figliuzzi,GK,49,Italy,20,2000-11-12,Italian Serie B,184,83,2000,11,12,4
